"Construction Statistics from Approved Building Permits"

"Year","Period","Geolocation","Total Number","Total Floor area","Total Value","Residential Number","Residential Floor area","Residential Value","Non-residential Number","Non-residential Floor area","Non-residential Value","Additions Number","Additions Floor area","Additions Value","Alterations/Repairs/Renovations Number","Alterations/Repairs/Renovations Floor area","Alterations/Repairs/Renovations Value","Demolitions Number","Demolitions Floor area","Demolitions Value","Street furnitures... Number","Street furnitures... Floor area","Street furnitures... Value"
"2006","Annual","..Cordillera Administrative Region (CAR)",1137,230027,1491074,897,168688,1045694,153,56876,387158,29,4463,22931,58,..,35290,..,..,..,1,..,913
"2006","Annual","..Region I (Ilocos Region)",7756,876800,5620136,6195,662334,3966945,583,194855,1289561,140,19611,113676,838,..,249953,3,..,941,381,..,64823
"2006","Annual","..Region II (Cagayan Valley)",1676,256326,1491012,1293,137873,708441,166,115624,759279,30,2829,7625,187,..,15665,..,..,..,5,..,17126
"2006","Annual","..Region III (Central Luzon)",11384,1720078,10653137,8119,1023147,6066067,1654,595076,3646929,943,101855,741057,668,..,199081,5,..,760,310,..,120479
"2006","Annual","..Region IV-A (CALABARZON)",26358,3108663,24091777,21423,2074595,14436224,1909,833256,7479103,1638,200812,1222913,1388,..,953536,19,..,2084,129,..,97183
"2006","Annual","..MIMAROPA Region",1000,163258,1342226,626,83979,518450,257,77531,795151,21,1748,8869,96,..,19755,..,..,..,7,..,3352
"2006","Annual","..Region V (Bicol Region)",1890,296295,1766039,1286,206885,1053798,276,87711,576587,12,1699,4601,316,..,131052,3,..,55,3,..,2751
"2006","Annual","..Region VI (Western Visayas)",4635,892762,7473310,3370,466672,3121838,693,412267,4049551,95,13823,84993,477,..,216926,15,..,73,156,..,73500
"2006","Annual","..Region VII (Central Visayas)",14363,2142684,12933942,9926,1029397,5056048,1445,1047854,7179256,631,65433,491040,2361,..,207597,..,..,..,28,..,15306
"2006","Annual","..Region VIII (Eastern Visayas)",2146,226204,1316107,1482,143942,792600,269,73744,421131,75,8518,48517,320,..,53858,..,..,..,31,..,5110
"2006","Annual","..Region IX (Zamboanga Peninsula)",1220,81543,445205,556,47035,237759,157,28511,164033,60,5997,21436,447,..,21976,..,..,..,7,..,2503
"2006","Annual","..Region X (Northern Mindanao)",6072,768793,3502845,3968,472236,2057638,389,268677,1222505,36,27880,118303,1679,..,104397,10,..,106,22,..,3778
"2006","Annual","..Region XI (Davao Region)",8841,873616,5008246,6253,480701,2449019,930,339838,2075100,538,53077,226004,1120,..,258122,1,..,2442,44,..,2648
"2006","Annual","..Region XII (SOCCSKSARGEN)",1985,254602,1895031,1265,96457,437296,439,141129,1288520,112,17016,83717,169,..,85497,..,..,..,14,..,2540
"2006","Annual","..Region XIII (Caraga)",2162,172856,814135,1138,106363,460018,216,60396,297776,46,6097,18003,762,..,38336,1,..,1080,..,..,..
"2006","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",88,9819,41443,34,2031,6347,21,7286,32663,29,502,812,4,..,1620,..,..,..,..,..,..
"2006","Annual","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Quarter 1","PHILIPPINES",31568,4493230,30034160,22682,2717564,16678050,3507,1542081,11268547,1723,233585,1233210,3656,..,854352,60,..,4526,563,..,125419
"2006","Quarter 1","..National Capital Region (NCR)",3786,1097120,9555977,1960,473479,3858543,980,543835,5046970,405,79806,434955,441,..,215507,45,..,782,67,..,22119
"2006","Quarter 1","..Cordillera Administrative Region (CAR)",326,62637,406267,262,43098,259062,45,18542,131718,7,997,6330,12,..,9155,..,..,..,..,..,..
"2006","Quarter 1","..Region I (Ilocos Region)",2217,243673,1492816,1791,186446,1127352,154,51006,283372,36,6221,28620,236,..,53470,2,..,801,120,..,19377
"2006","Quarter 1","..Region II (Cagayan Valley)",420,63957,375950,324,36764,196868,45,26578,174113,7,615,2136,44,..,2832,..,..,..,1,..,7144
"2006","Quarter 1","..Region III (Central Luzon)",3349,488358,2796713,2577,317078,1876066,393,159724,782852,178,11556,56854,201,..,80939,1,..,212,249,..,15221
"2006","Quarter 1","..Region IV-A (CALABARZON)",9145,1051900,7347067,7398,744466,4940356,585,230191,1733576,612,77243,461719,550,..,211415,8,..,230,42,..,37129
"2006","Quarter 1","..MIMAROPA Region",256,49392,536208,165,21610,129132,69,27261,400126,4,521,3940,18,..,3008,..,..,..,..,..,..
"2006","Quarter 1","..Region V (Bicol Region)",632,110455,596684,426,83021,389051,106,26869,158016,5,565,2020,95,..,47595,1,..,35,2,..,2189
"2006","Quarter 1","..Region VI (Western Visayas)",1178,206291,1399301,885,122844,790288,142,81322,544579,8,2125,13431,143,..,51002,2,..,21,46,..,15438
"2006","Quarter 1","..Region VII (Central Visayas)",4428,495377,2517191,3164,322435,1481613,351,162457,928370,166,10485,43050,747,..,64157,..,..,..,4,..,3617
"2006","Quarter 1","..Region VIII (Eastern Visayas)",596,64301,409398,404,38199,206550,65,22873,150909,17,3229,27111,110,..,24827,..,..,..,6,..,310
"2006","Quarter 1","..Region IX (Zamboanga Peninsula)",184,12295,48201,96,8533,34856,15,2384,9439,6,1378,2670,67,..,1234,..,..,..,1,..,142
"2006","Quarter 1","..Region X (Northern Mindanao)",1633,213104,984386,1038,156343,668136,96,49277,268283,9,7484,25671,490,..,22294,..,..,..,4,..,487
"2006","Quarter 1","..Region XI (Davao Region)",2159,211537,1003095,1463,99608,468061,265,94252,443317,161,17677,58801,270,..,32915,1,..,2442,18,..,1769
"2006","Quarter 1","..Region XII (SOCCSKSARGEN)",608,64668,316145,390,31238,122957,112,21774,110539,59,11656,59203,47,..,23445,..,..,..,3,..,472
"2006","Quarter 1","..Region XIII (Caraga)",585,51893,233024,314,31363,126964,75,19005,89749,14,1525,5880,182,..,10430,..,..,..,..,..,..
"2006","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",66,6272,15729,25,1039,2188,9,4731,12609,29,502,812,3,..,120,..,..,..,..,..,..
"2006","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Quarter 2","PHILIPPINES",29702,4474082,33900964,20069,2361160,14699984,4602,1880730,16578386,1607,232192,1589278,3424,..,1033315,70,..,1889,318,..,171215
"2006","Quarter 2","..National Capital Region (NCR)",4998,1234470,12920876,2036,441479,3462917,1974,701658,8389051,479,91333,559634,509,..,509273,63,..,1341,49,..,93895
"2006","Quarter 2","..Cordillera Administrative Region (CAR)",412,80763,501700,330,67647,388848,43,11992,96847,11,1124,3526,28,..,12477,..,..,..,..,..,..
"2006","Quarter 2","..Region I (Ilocos Region)",2419,261477,1649907,2017,206939,1210164,150,51330,369987,40,3208,20764,212,..,48990,..,..,..,128,..,21674
"2006","Quarter 2","..Region II (Cagayan Valley)",561,62223,317656,417,48506,244792,44,11892,62343,19,1825,4352,81,..,6168,..,..,..,4,..,9982
"2006","Quarter 2","..Region III (Central Luzon)",3415,517409,3228318,2318,291507,1736929,588,174936,942345,333,50966,491992,176,..,57050,2,..,297,34,..,14254
"2006","Quarter 2","..Region IV-A (CALABARZON)",6514,749269,5564463,5367,496305,3305557,440,219252,1903705,354,33712,223512,353,..,131688,2,..,250,21,..,13252
"2006","Quarter 2","..MIMAROPA Region",288,47232,376752,173,26039,156133,78,20705,210761,8,488,1911,29,..,7945,..,..,..,3,..,1853
"2006","Quarter 2","..Region V (Bicol Region)",485,79280,549808,313,51615,266493,80,26907,247082,4,758,1375,88,..,34856,..,..,..,..,..,..
"2006","Quarter 2","..Region VI (Western Visayas)",1361,222134,1529266,1033,153936,1041544,194,63175,424956,29,5023,23697,105,..,39067,3,..,..,47,..,9753
"2006","Quarter 2","..Region VII (Central Visayas)",3587,644555,3535231,2395,251392,1306258,428,373285,2019489,119,19878,162037,645,..,47446,..,..,..,4,..,2903
"2006","Quarter 2","..Region VIII (Eastern Visayas)",439,51033,283960,303,37709,191775,63,12843,77700,8,481,2532,65,..,11950,..,..,..,10,..,1325
"2006","Quarter 2","..Region IX (Zamboanga Peninsula)",384,25715,140176,160,13498,72340,47,10954,52405,21,1263,4241,156,..,11188,..,..,..,5,..,1461
"2006","Quarter 2","..Region X (Northern Mindanao)",1561,175896,859833,992,115770,521513,115,55843,281682,11,4283,20187,443,..,36449,..,..,..,7,..,592
"2006","Quarter 2","..Region XI (Davao Region)",2347,207288,1328866,1662,108748,567784,220,84591,646006,141,13949,59696,324,..,55378,..,..,..,6,..,267
"2006","Quarter 2","..Region XII (SOCCSKSARGEN)",492,79862,949386,346,26819,123518,95,51368,803226,13,1675,5651,38,..,16990,..,..,..,..,..,..
"2006","Quarter 2","..Region XIII (Caraga)",431,33615,149906,204,22853,100857,38,8536,38491,17,2226,4163,172,..,6393,..,..,..,..,..,..
"2006","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",8,1861,14855,3,398,2555,5,1463,12300,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Quarter 2","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Quarter 3","PHILIPPINES",22491,3773795,29780103,15357,1948240,13274088,2731,1566250,13895980,1507,259305,1611642,2896,..,998392,69,..,3098,236,..,151242
"2006","Quarter 3","..National Capital Region (NCR)",3134,1087654,10160122,1616,549980,4937469,642,433247,4148679,397,104427,734983,479,..,338989,42,..,1444,47,..,9092
"2006","Quarter 3","..Cordillera Administrative Region (CAR)",221,46329,285617,178,30187,183933,30,15074,90709,7,1068,4984,6,..,5990,..,..,..,..,..,..
"2006","Quarter 3","..Region I (Ilocos Region)",1577,175114,1145783,1207,135579,819684,151,35472,203683,32,4063,24268,187,..,98147,..,..,..,64,..,8882
"2006","Quarter 3","..Region II (Cagayan Valley)",441,97137,589994,357,31998,154086,49,65045,433853,1,94,123,34,..,1930,..,..,..,..,..,..
"2006","Quarter 3","..Region III (Central Luzon)",2331,319096,2039159,1595,177049,1068983,341,118839,818056,231,23208,122057,164,..,30061,1,..,150,19,..,73923
"2006","Quarter 3","..Region IV-A (CALABARZON)",4465,558893,4483877,3414,335824,2409456,362,147049,1420517,433,76020,434684,256,..,219218,4,..,244,28,..,19365
"2006","Quarter 3","..MIMAROPA Region",156,30509,185934,109,14709,97906,36,15398,85773,3,402,1499,8,..,754,..,..,..,1,..,188
"2006","Quarter 3","..Region V (Bicol Region)",390,49976,302225,260,32537,185095,60,17248,93097,2,191,595,68,..,23437,2,..,20,1,..,562
"2006","Quarter 3","..Region VI (Western Visayas)",1324,330978,3632133,950,121523,842316,217,205256,2684714,43,4199,34002,114,..,71099,9,..,52,44,..,31685
"2006","Quarter 3","..Region VII (Central Visayas)",3449,590762,4389089,2319,244210,1188891,344,329933,3030888,174,16619,112023,612,..,57285,..,..,..,10,..,3365
"2006","Quarter 3","..Region VIII (Eastern Visayas)",549,60396,347044,378,36247,213767,68,21560,114347,25,2589,10503,78,..,8426,..,..,..,11,..,2959
"2006","Quarter 3","..Region IX (Zamboanga Peninsula)",446,27411,137618,225,16957,78871,52,7943,42500,20,2511,12156,149,..,4089,..,..,..,1,..,900
"2006","Quarter 3","..Region X (Northern Mindanao)",1254,150636,659900,916,80562,383523,57,59560,219907,9,10514,41604,272,..,14864,10,..,106,3,..,102
"2006","Quarter 3","..Region XI (Davao Region)",1837,163017,985155,1314,98089,533897,175,54874,305327,104,10054,62980,244,..,82951,..,..,..,6,..,150
"2006","Quarter 3","..Region XII (SOCCSKSARGEN)",446,47235,265111,290,18666,86513,93,26852,138874,18,1717,10257,45,..,29465,..,..,..,1,..,63
"2006","Quarter 3","..Region XIII (Caraga)",457,36966,160477,223,23529,88087,47,11808,57292,8,1629,4915,179,..,10182,1,..,1080,..,..,..
"2006","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",14,1686,10858,6,594,1604,7,1092,7754,..,..,..,1,..,1500,..,..,..,..,..,..
"2006","Quarter 3","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Quarter 4","PHILIPPINES",26802,3865487,28496118,17824,2077803,13802333,4740,1610552,12525422,1396,177132,1027164,2842,..,1141197,55,..,2559,227,..,98373
"2006","Quarter 4","..National Capital Region (NCR)",5932,1113024,9688698,2489,437494,3781337,2427,580242,5019323,517,95288,517219,499,..,370818,47,..,959,43,..,9124
"2006","Quarter 4","..Cordillera Administrative Region (CAR)",178,40298,297490,127,27756,213850,35,11268,67883,4,1274,8090,12,..,7666,..,..,..,1,..,913
"2006","Quarter 4","..Region I (Ilocos Region)",1543,196536,1331629,1180,133370,809743,128,57047,432518,32,6119,40022,203,..,49345,1,..,140,69,..,14888
"2006","Quarter 4","..Region II (Cagayan Valley)",254,33009,207410,195,20605,112695,28,12109,88968,3,295,1013,28,..,4734,..,..,..,..,..,..
"2006","Quarter 4","..Region III (Central Luzon)",2289,395215,2588946,1629,237513,1384087,332,141577,1103674,201,16125,70153,127,..,31030,1,..,100,8,..,17079
"2006","Quarter 4","..Region IV-A (CALABARZON)",6234,748601,6696368,5244,498000,3780853,522,236764,2421303,239,13837,102997,229,..,391214,5,..,1360,38,..,27434
"2006","Quarter 4","..MIMAROPA Region",300,36125,243332,179,21621,135278,74,14167,98489,6,337,1517,41,..,8047,..,..,..,3,..,1310
"2006","Quarter 4","..Region V (Bicol Region)",383,56584,317320,287,39712,213157,30,16687,78390,1,185,610,65,..,25162,..,..,..,..,..,..
"2006","Quarter 4","..Region VI (Western Visayas)",772,133359,912609,502,68369,447689,140,62514,395300,15,2476,13862,115,..,55756,1,..,..,19,..,16623
"2006","Quarter 4","..Region VII (Central Visayas)",2899,411990,2492430,2048,211360,1079285,322,182179,1200507,172,18451,173928,357,..,38707,..,..,..,10,..,5420
"2006","Quarter 4","..Region VIII (Eastern Visayas)",562,50474,275704,397,31787,180507,73,16468,78173,25,2219,8369,67,..,8654,..,..,..,4,..,516
"2006","Quarter 4","..Region IX (Zamboanga Peninsula)",206,16122,119209,75,8047,51690,43,7230,59688,13,845,2368,75,..,5463,..,..,..,..,..,..
"2006","Quarter 4","..Region X (Northern Mindanao)",1624,229157,998724,1022,119561,484465,121,103997,452631,7,5599,30838,474,..,30789,..,..,..,8,..,2596
"2006","Quarter 4","..Region XI (Davao Region)",2498,291774,1691128,1814,174256,879276,270,106121,680448,132,11397,44526,282,..,86877,..,..,..,14,..,461
"2006","Quarter 4","..Region XII (SOCCSKSARGEN)",439,62837,364387,239,19734,104307,139,41135,235879,22,1968,8604,39,..,15596,..,..,..,10,..,2004
"2006","Quarter 4","..Region XIII (Caraga)",689,50382,270726,397,28618,144109,56,21047,112242,7,717,3043,229,..,11331,..,..,..,..,..,..
"2006","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2006","Quarter 4","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
